customerID,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
4690-LLKUA,2018-05-01,No,Month-to-month,Yes,Electronic check,45.05,946.05
2351-RRBUE,2019-07-01,No,One year,No,Mailed check,20.65,144.55
5980-BDHPY,2014-02-01,No,Two year,Yes,Bank transfer (automatic),87.1,6333.91
1498-DQNRX,2017-09-01,No,Month-to-month,No,Mailed check,19.85,621.7
9469-WEJBT,2017-01-01,No,Month-to-month,Yes,Electronic check,90.35,3543.53
3331-HQDTW,2017-03-01,No,Month-to-month,Yes,Mailed check,109.8,3843.0
9490-DFPMD,2016-04-01,2017-12-01,Month-to-month,Yes,Electronic check,84.65,1777.65
2581-VKIRT,2015-03-01,No,One year,No,Mailed check,65.5,3864.5
5442-XSDCW,2019-02-01,No,Month-to-month,Yes,Bank transfer (automatic),79.5,973.08
7426-WEIJX,2015-02-01,No,Month-to-month,Yes,Electronic check,80.95,5245.56
2851-MMUTZ,2017-11-01,No,Month-to-month,Yes,Mailed check,56.15,1516.05
3049-NDXFL,2019-12-01,No,Month-to-month,No,Mailed check,85.8,178.46
8580-AECUZ,2019-12-01,No,Month-to-month,Yes,Electronic check,79.1,159.78
3307-TLCUD,2018-09-01,No,Month-to-month,No,Mailed check,34.4,584.8
6625-FLENO,2015-04-01,No,Two year,No,Mailed check,20.75,1263.67
2967-MXRAV,2020-01-01,No,One year,No,Mailed check,18.8,19.74
7963-GQRMY,2019-08-01,No,Month-to-month,No,Mailed check,44.3,281.75
8189-HBVRW,2015-09-01,No,Month-to-month,No,Electronic check,90.8,5149.27
4163-KIUHY,2017-03-01,No,Month-to-month,Yes,Electronic check,25.6,896.0
1228-FZFRV,2015-08-01,No,Month-to-month,No,Credit card (automatic),105.95,5721.3
3500-NSDOA,2014-06-01,2018-05-01,Two year,No,Credit card (automatic),70.8,3327.6
1171-TYKUR,2016-03-01,2019-03-01,Month-to-month,No,Electronic check,25.4,987.55
3761-FLYZI,2014-09-01,No,Month-to-month,Yes,Bank transfer (automatic),108.8,7284.16
2058-DCJBE,2019-06-01,No,Month-to-month,Yes,Electronic check,69.75,591.48
5364-XYIRR,2015-07-01,2019-06-01,Month-to-month,Yes,Electronic check,94.65,4448.55
4829-AUOAX,2015-12-01,2019-05-01,Month-to-month,No,Bank transfer (automatic),96.05,3938.05
1219-NNDDO,2019-05-01,No,Month-to-month,Yes,Electronic check,76.85,691.65
8388-DMKAE,2019-06-01,No,Two year,No,Mailed check,20.25,168.48
4403-BWPAY,2018-12-01,2019-11-01,One year,Yes,Credit card (automatic),24.8,272.8
9659-QEQSY,2016-05-01,No,Month-to-month,Yes,Electronic check,115.65,5568.55
5405-ZMYXQ,2019-06-01,No,Month-to-month,Yes,Credit card (automatic),74.6,596.8
5047-LHVLY,2019-09-01,No,Month-to-month,Yes,Mailed check,50.15,253.26
1442-OKRJE,2014-08-01,No,One year,Yes,Bank transfer (automatic),103.15,7488.69
4737-AQCPU,2014-02-01,2015-08-01,Two year,No,Credit card (automatic),72.1,1414.6
9158-VCTQB,2016-05-01,2018-07-01,Month-to-month,Yes,Bank transfer (automatic),113.6,3042.21
2808-CHTDM,2018-03-01,No,Two year,No,Mailed check,25.1,577.3
6311-UEUME,2017-07-01,No,Month-to-month,Yes,Electronic check,78.9,2519.28
0793-TWELN,2019-10-01,No,Month-to-month,Yes,Electronic check,80.15,339.84
3283-WCWXT,2019-08-01,No,Two year,No,Mailed check,25.4,152.4
1060-ENTOF,2014-07-01,2018-09-01,One year,Yes,Credit card (automatic),105.4,5270.0
0999-QXNSA,2019-07-01,No,Month-to-month,Yes,Mailed check,45.75,336.26
5451-MHQOF,2015-06-01,No,One year,Yes,Mailed check,24.45,1410.28
4836-WNFNO,2014-02-01,No,Two year,No,Credit card (automatic),25.0,1800.0
9225-BZLNZ,2014-02-01,2016-08-01,Two year,Yes,Electronic check,85.25,2685.38
0354-VXMJC,2018-03-01,No,Two year,No,Credit card (automatic),19.6,450.8
4422-QVIJA,2017-03-01,No,Month-to-month,No,Mailed check,50.15,1755.25
9365-SRSZE,2017-11-01,No,Month-to-month,Yes,Electronic check,70.55,1904.85
6839-ITVZJ,2017-08-01,No,Month-to-month,Yes,Electronic check,60.05,1801.5
8332-OSJDW,2019-02-01,No,One year,No,Mailed check,26.4,316.8
4735-BJKOU,2016-10-01,No,Two year,No,Mailed check,20.15,806.0
0274-JKUJR,2019-07-01,No,Month-to-month,No,Mailed check,58.85,424.31
5740-YHGTW,2014-04-01,2019-09-01,Month-to-month,Yes,Credit card (automatic),97.55,6340.75
8917-SZTTJ,2015-02-01,No,Two year,No,Credit card (automatic),19.65,1202.58
1696-MZVAU,2016-11-01,No,One year,Yes,Credit card (automatic),25.25,984.75
7359-WWYJV,2014-02-01,No,Two year,No,Credit card (automatic),114.45,8487.61
0375-HVGXO,2019-11-01,No,Month-to-month,Yes,Electronic check,34.7,104.1
4906-ZHGPK,2015-08-01,No,One year,Yes,Electronic check,70.7,3817.8
8593-WHYHV,2019-10-01,No,Month-to-month,Yes,Electronic check,85.3,341.2
3795-GWTRD,2014-11-01,No,Two year,No,Credit card (automatic),75.55,4997.63
1298-PHBTI,2014-03-01,No,Two year,Yes,Electronic check,84.8,6020.8
6223-DHJGV,2016-08-01,No,One year,Yes,Mailed check,20.65,867.3
6961-MJKBO,2016-03-01,No,Two year,No,Bank transfer (automatic),20.45,999.6
6097-EQISJ,2014-04-01,2017-07-01,One year,Yes,Credit card (automatic),102.45,3995.55
4423-YLHDV,2018-02-01,No,Month-to-month,Yes,Bank transfer (automatic),104.4,2505.6
8158-WPEZG,2019-03-01,No,Month-to-month,Yes,Electronic check,35.65,419.6
0107-YHINA,2019-10-01,No,Month-to-month,Yes,Electronic check,99.75,402.99
4918-FYJNT,2015-07-01,2017-08-01,Month-to-month,No,Electronic check,90.45,2261.25
0727-BNRLG,2014-05-01,No,Two year,Yes,Credit card (automatic),97.65,7411.64
4854-CIDCF,2019-11-01,No,Month-to-month,No,Electronic check,73.85,237.06
8640-SDGKB,2019-08-01,No,Month-to-month,Yes,Electronic check,74.4,446.4
3280-MRDOF,2017-08-01,No,Two year,Yes,Credit card (automatic),69.1,2238.84
6435-SRWBJ,2019-09-01,No,Month-to-month,Yes,Electronic check,82.75,413.75
9964-WBQDJ,2014-03-01,No,Two year,Yes,Credit card (automatic),24.4,1749.72
6303-KFWSL,2017-09-01,No,One year,Yes,Electronic check,55.25,1602.25
1702-CCFNJ,2015-10-01,2019-09-01,Month-to-month,No,Bank transfer (automatic),61.35,2883.45
8932-CZHRQ,2014-06-01,No,One year,No,Credit card (automatic),76.75,5427.76
0386-CWRGM,2016-04-01,No,Two year,No,Mailed check,19.4,892.4
5515-RUGKN,2019-06-01,No,Month-to-month,Yes,Credit card (automatic),54.75,438.0
0404-AHASP,2014-02-01,No,Two year,No,Credit card (automatic),19.7,1460.95
7279-NMVJC,2018-09-01,No,One year,No,Bank transfer (automatic),19.9,355.21
2081-VEYEH,2019-11-01,No,Month-to-month,Yes,Electronic check,107.95,323.85
6407-UTSLV,2019-12-01,No,Month-to-month,Yes,Bank transfer (automatic),83.8,177.66
4116-TZAQJ,2019-02-01,No,Month-to-month,Yes,Credit card (automatic),74.25,917.73
9060-HJJRW,2015-11-01,No,One year,Yes,Credit card (automatic),56.4,3106.51
2587-YNLES,2019-08-01,No,Two year,No,Mailed check,20.1,123.01
7398-SKNQZ,2019-11-01,No,Month-to-month,No,Electronic check,94.9,284.7
5935-FCCNB,2018-09-01,No,Month-to-month,Yes,Electronic check,94.2,1601.4
1958-RNRKS,2017-08-01,No,Month-to-month,No,Electronic check,49.9,1616.76
5136-RGMZO,2017-07-01,No,Month-to-month,Yes,Electronic check,71.05,2422.8
8345-MVDYC,2016-05-01,No,Two year,No,Bank transfer (automatic),81.65,3857.96
8226-BXGES,2014-10-01,2019-04-01,One year,No,Bank transfer (automatic),89.45,4830.3
3877-JRJIP,2019-11-01,No,Month-to-month,Yes,Electronic check,59.85,193.91
8375-DKEBR,2019-12-01,No,Month-to-month,Yes,Electronic check,69.6,147.55
9705-IOVQQ,2015-01-01,2017-05-01,One year,No,Electronic check,99.0,2910.6
1015-OWJKI,2020-01-01,No,Month-to-month,No,Mailed check,19.05,19.05
7511-YMXVQ,2019-02-01,No,Month-to-month,Yes,Electronic check,45.4,577.49
2040-XBAVJ,2014-02-01,No,Two year,No,Bank transfer (automatic),114.45,8240.4
7551-JOHTI,2019-11-01,No,Month-to-month,No,Mailed check,19.5,60.84
8887-IPQNC,2019-07-01,No,Month-to-month,Yes,Mailed check,44.25,337.63
8646-JCOMS,2014-08-01,No,One year,Yes,Bank transfer (automatic),90.55,6275.12
9804-ICWBG,2019-09-01,No,Month-to-month,Yes,Electronic check,69.9,380.96
1222-KJNZD,2016-10-01,No,Month-to-month,Yes,Bank transfer (automatic),20.4,832.32
0106-GHRQR,2018-10-01,No,Month-to-month,Yes,Bank transfer (automatic),71.4,1188.1
5318-IXUZF,2019-10-01,No,Month-to-month,Yes,Bank transfer (automatic),87.15,348.6
3768-VHXQO,2014-07-01,No,Two year,No,Credit card (automatic),24.85,1698.25
8952-WCVCD,2016-09-01,No,One year,Yes,Bank transfer (automatic),104.45,4325.27
2418-TPEUN,2015-06-01,No,Two year,Yes,Credit card (automatic),19.8,1108.8
3963-RYFNS,2014-02-01,2016-03-01,Two year,Yes,Bank transfer (automatic),116.45,2911.25
3198-VELRD,2019-09-01,No,Month-to-month,Yes,Bank transfer (automatic),84.75,423.75
8540-ZQGEA,2015-08-01,2016-11-01,Two year,No,Credit card (automatic),20.05,300.75
1320-REHCS,2015-10-01,No,Month-to-month,Yes,Electronic check,110.75,5759.0
4137-JOPHL,2015-12-01,No,Two year,Yes,Bank transfer (automatic),89.7,4888.65
9436-ZBZCT,2018-08-01,No,Month-to-month,Yes,Electronic check,89.95,1619.1
7801-CEDNV,2017-11-01,No,One year,No,Credit card (automatic),48.7,1354.35
2057-BOYKM,2014-02-01,No,Two year,Yes,Bank transfer (automatic),96.6,7024.75
3658-QQJYD,2014-12-01,No,One year,Yes,Credit card (automatic),74.3,4975.13
1803-BGNBD,2019-02-01,No,Month-to-month,Yes,Electronic check,54.3,684.18
0134-XWXCE,2016-06-01,2019-04-01,One year,No,Bank transfer (automatic),74.85,2544.9
6950-TWMYB,2015-08-01,2019-01-01,Two year,Yes,Bank transfer (automatic),79.95,3441.85
5848-FHRFC,2014-06-01,No,Two year,No,Bank transfer (automatic),20.05,1417.94
2243-FNMMI,2018-06-01,No,Month-to-month,No,Mailed check,19.4,388.0
2511-MORQY,2015-12-01,No,One year,No,Bank transfer (automatic),54.9,2745.0
5356-KZCKT,2015-04-01,2017-06-01,Two year,Yes,Credit card (automatic),24.45,635.7
9470-XCCEM,2017-03-01,No,Month-to-month,Yes,Bank transfer (automatic),89.65,3137.75
6519-CFDBX,2019-12-01,No,Month-to-month,Yes,Electronic check,45.4,96.25
3902-MIVLE,2014-11-01,No,Two year,No,Mailed check,75.7,4769.1
0409-WTMPL,2015-04-01,2018-02-01,One year,Yes,Credit card (automatic),110.65,4063.07
8763-KIAFH,2017-11-01,No,One year,Yes,Mailed check,20.55,577.04
3669-WHAFY,2014-03-01,No,Two year,Yes,Credit card (automatic),115.15,8175.65
3055-VTCGS,2014-11-01,No,One year,No,Credit card (automatic),58.55,3688.65
3144-KMTWZ,2014-03-01,No,Month-to-month,Yes,Bank transfer (automatic),93.25,6620.75
7279-BUYWN,2016-08-01,2017-05-01,Month-to-month,Yes,Electronic check,113.2,1028.99
7156-MHUGY,2018-11-01,No,Month-to-month,Yes,Electronic check,90.5,1398.23
7198-GLXTC,2019-09-01,No,Month-to-month,No,Electronic check,79.0,395.0
2007-QVGAW,2014-06-01,2018-12-01,Two year,Yes,Bank transfer (automatic),19.35,1044.9
5207-PLSTK,2020-01-01,No,Month-to-month,Yes,Mailed check,48.75,52.65
2307-FYNNL,2014-09-01,No,Two year,Yes,Electronic check,109.05,7088.25
5605-XNWEN,2014-02-01,No,Two year,Yes,Bank transfer (automatic),25.0,1836.0
2155-AMQRX,2017-10-01,No,Month-to-month,Yes,Credit card (automatic),54.9,1567.94
6181-AXXYF,2014-02-01,2018-08-01,Two year,No,Credit card (automatic),24.75,1443.42
5091-HFAZW,2019-12-01,No,Month-to-month,Yes,Electronic check,91.15,198.71
0516-VRYBW,2018-07-01,No,One year,No,Bank transfer (automatic),20.15,398.16
2519-LBNQL,2015-02-01,No,One year,Yes,Electronic check,104.35,6386.22
8623-ULFNQ,2017-12-01,No,Month-to-month,Yes,Electronic check,66.05,1717.3
8380-PEFPE,2019-09-01,No,Month-to-month,Yes,Electronic check,71.65,358.25
5687-DKDTV,2019-07-01,No,Month-to-month,No,Mailed check,20.35,151.0
1568-LJSZU,2014-06-01,No,Two year,Yes,Credit card (automatic),92.2,6332.3
7530-HDYDS,2016-10-01,No,Month-to-month,Yes,Credit card (automatic),84.25,3639.6
7789-HKSBS,2016-08-01,No,One year,Yes,Bank transfer (automatic),105.2,4418.4
7416-CKTEP,2015-05-01,No,Two year,Yes,Bank transfer (automatic),19.6,1161.89
2586-CWXVV,2015-08-01,No,Month-to-month,No,Electronic check,30.4,1674.43
3096-IZETN,2018-10-01,No,Month-to-month,No,Bank transfer (automatic),78.1,1324.58
2348-KCJLT,2016-06-01,No,One year,Yes,Mailed check,61.5,2706.0
8401-EMUWF,2016-08-01,No,Month-to-month,Yes,Bank transfer (automatic),69.4,3177.13
4193-IBKSW,2014-02-01,No,Two year,No,Bank transfer (automatic),24.75,1871.1
5377-NDTOU,2014-03-01,No,Two year,No,Mailed check,91.05,6464.55
5922-ABDVO,2018-06-01,No,Month-to-month,No,Mailed check,89.65,1810.93
2474-LCNUE,2018-03-01,No,Month-to-month,Yes,Credit card (automatic),73.65,1693.95
0839-QNXME,2017-08-01,2019-12-01,Two year,No,Credit card (automatic),19.4,554.06
3506-OVLKD,2017-03-01,No,One year,No,Bank transfer (automatic),26.2,926.17
9172-ANCRX,2019-03-01,No,Month-to-month,Yes,Electronic check,98.7,1129.13
6650-VJONK,2020-01-01,No,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85
2178-PMGCJ,2018-04-01,No,Month-to-month,Yes,Mailed check,69.7,1533.4
7492-TAFJD,2019-07-01,No,Two year,No,Mailed check,38.55,269.85
2773-MADBQ,2017-02-01,No,Two year,Yes,Mailed check,53.1,1911.6
6016-LVTJQ,2017-04-01,No,Month-to-month,No,Mailed check,20.65,702.1
7860-KSUGX,2014-02-01,2016-04-01,Two year,No,Credit card (automatic),64.45,1826.51
8966-KZXXA,2017-02-01,2020-01-01,Two year,No,Credit card (automatic),25.1,966.35
6910-HADCM,2019-09-01,No,Month-to-month,No,Electronic check,76.35,400.84
4816-LXZYW,2018-02-01,No,Month-to-month,Yes,Electronic check,79.15,1937.59
9606-PBKBQ,2017-03-01,No,Month-to-month,Yes,Electronic check,85.0,3064.25
5149-QYTTU,2014-03-01,No,One year,Yes,Credit card (automatic),95.15,7228.55
2070-XYMFH,2018-03-01,No,Month-to-month,Yes,Mailed check,79.35,1934.55
2085-BOJKI,2018-09-01,No,One year,Yes,Bank transfer (automatic),96.65,1643.05
0817-HSUSE,2020-01-01,No,Month-to-month,Yes,Electronic check,75.5,75.5
5442-PPTJY,2019-02-01,No,Two year,No,Mailed check,19.7,252.95
1927-QEWMY,2014-02-01,No,Two year,No,Credit card (automatic),20.5,1564.56
1663-MHLHE,2020-01-01,No,Month-to-month,No,Mailed check,19.2,19.2
5663-QBGIS,2014-02-01,No,Two year,No,Bank transfer (automatic),98.35,7081.2
4450-MDZFX,2015-02-01,No,Month-to-month,No,Bank transfer (automatic),74.35,4594.83
6701-DHKWQ,2015-01-01,No,Two year,No,Credit card (automatic),51.35,3163.67
7554-AKDQF,2019-08-01,No,Month-to-month,No,Mailed check,45.65,276.64
3536-IQCTX,2017-02-01,2017-03-01,Month-to-month,No,Electronic check,85.3,87.01
4911-BANWH,2017-04-01,2018-08-01,Month-to-month,Yes,Credit card (automatic),86.55,1384.8
8496-EJAUI,2018-06-01,No,Month-to-month,Yes,Credit card (automatic),73.85,1477.0
0794-YVSGE,2014-02-01,No,Two year,No,Bank transfer (automatic),20.3,1461.6
5423-BHIXO,2017-06-01,No,Month-to-month,Yes,Electronic check,54.2,1890.5
6908-VVYHM,2014-09-01,No,Month-to-month,Yes,Electronic check,90.65,6422.55
2959-EEXWB,2016-05-01,No,Month-to-month,Yes,Bank transfer (automatic),50.9,2496.64
1839-UMACK,2016-08-01,No,One year,No,Electronic check,25.05,1104.71
3030-YDNRM,2019-06-01,No,Month-to-month,Yes,Electronic check,74.85,640.72
7321-KKSDU,2017-06-01,No,Two year,No,Mailed check,20.5,656.0
3402-XRIUO,2018-04-01,No,Month-to-month,Yes,Mailed check,63.55,1398.1
3132-TVFDZ,2015-01-01,2017-11-01,Month-to-month,Yes,Electronic check,44.85,1555.4
8286-AFUYI,2020-01-01,No,Month-to-month,No,Electronic check,47.95,49.39
8080-DDEMJ,2019-12-01,No,Month-to-month,No,Electronic check,45.1,90.2
8356-WUAOJ,2020-01-01,No,Month-to-month,Yes,Electronic check,45.0,45.45
6365-MTGZX,2017-12-01,No,Month-to-month,Yes,Electronic check,96.0,2496.0
1349-WXNGG,2019-12-01,No,Month-to-month,No,Bank transfer (automatic),20.05,40.1
8058-DMYRU,2015-08-01,No,Month-to-month,Yes,Electronic check,90.05,4862.7
9350-ZXYJC,2019-10-01,No,Two year,Yes,Credit card (automatic),25.3,101.2
6990-YNRIO,2014-08-01,2016-12-01,Two year,No,Bank transfer (automatic),108.65,3042.2
8958-JPTRR,2015-06-01,No,One year,No,Electronic check,24.3,1388.02
6959-GQEGV,2016-05-01,2019-07-01,Month-to-month,Yes,Electronic check,75.95,2886.1
3173-WSSUE,2014-03-01,No,Two year,No,Credit card (automatic),19.7,1496.61
1265-HVPZB,2015-03-01,2017-11-01,One year,No,Credit card (automatic),66.4,2316.03
4115-UMJFQ,2014-05-01,No,One year,Yes,Bank transfer (automatic),35.75,2466.75
7369-TRPFD,2018-07-01,No,One year,No,Mailed check,18.8,357.2
1098-KFQEC,2015-07-01,No,Two year,No,Credit card (automatic),19.4,1120.35
7190-XHTWJ,2016-12-01,2019-09-01,One year,No,Mailed check,19.3,636.9
0621-TWIEM,2019-02-01,No,Month-to-month,Yes,Electronic check,45.55,552.07
3537-RYBHH,2016-03-01,No,Month-to-month,Yes,Credit card (automatic),67.45,3170.15
2485-ITVKB,2019-09-01,No,Month-to-month,Yes,Electronic check,35.1,191.3
3669-OYSJI,2019-11-01,No,Month-to-month,No,Credit card (automatic),46.2,152.46
1612-EOHDH,2019-09-01,No,Month-to-month,No,Electronic check,45.15,232.52
6702-OHFWR,2019-11-01,No,Month-to-month,Yes,Electronic check,43.3,129.9
5296-BFCYD,2016-04-01,No,Two year,Yes,Mailed check,20.1,980.08
4510-PYUSH,2016-08-01,2017-03-01,Month-to-month,Yes,Credit card (automatic),57.15,400.05
9359-JANWS,2014-09-01,No,Two year,No,Credit card (automatic),58.9,3981.64
7517-SAWMO,2018-05-01,No,Month-to-month,Yes,Electronic check,73.2,1644.8
4143-HHPMK,2015-08-01,2018-03-01,Month-to-month,Yes,Electronic check,85.35,2857.52
3279-DYZQM,2014-03-01,No,Two year,No,Mailed check,19.45,1436.19
7054-LGEQW,2019-09-01,No,Month-to-month,No,Mailed check,45.95,243.54
0523-VNGTF,2015-10-01,No,Month-to-month,Yes,Electronic check,50.5,2626.0
9575-IWCAZ,2019-08-01,No,One year,No,Mailed check,25.1,153.61
7105-MXJLL,2017-12-01,No,One year,No,Mailed check,60.7,1688.67
7064-FRRSW,2016-02-01,No,One year,Yes,Electronic check,99.0,4894.56
7940-UQQUG,2014-10-01,No,One year,Yes,Bank transfer (automatic),104.4,6681.6
0923-PNFUB,2019-07-01,No,Month-to-month,No,Electronic check,83.75,633.15
3961-SXAXY,2020-01-01,No,Month-to-month,Yes,Bank transfer (automatic),44.05,44.05
7010-BRBUU,2014-02-01,2017-10-01,Two year,No,Credit card (automatic),24.1,1092.21
3566-HJGPK,2020-01-01,No,Month-to-month,Yes,Mailed check,45.55,45.55
3062-ICYZQ,2015-11-01,No,Month-to-month,Yes,Electronic check,93.8,4975.15
9938-PRCVK,2016-09-01,No,Two year,No,Bank transfer (automatic),19.7,807.7
0973-KYVNF,2014-02-01,2015-08-01,Two year,Yes,Credit card (automatic),70.65,1271.7
5129-HHMZC,2016-07-01,No,Two year,No,Credit card (automatic),86.45,3717.35
9637-CDTKZ,2014-02-01,No,Two year,Yes,Credit card (automatic),114.1,8708.11
3946-JEWRQ,2016-03-01,2019-02-01,One year,Yes,Credit card (automatic),95.2,3398.64
7873-CVMAW,2014-02-01,No,Two year,No,Credit card (automatic),88.55,6375.6
0463-WZZKO,2019-11-01,No,Month-to-month,Yes,Credit card (automatic),20.75,62.25
3494-JCHRQ,2019-12-01,No,Month-to-month,Yes,Electronic check,70.05,144.3
6474-FVJLC,2019-10-01,No,Month-to-month,Yes,Electronic check,86.0,344.0
4524-QCSSM,2017-12-01,No,Month-to-month,Yes,Bank transfer (automatic),44.65,1160.9
5832-EXGTT,2017-09-01,No,Month-to-month,Yes,Mailed check,60.2,1815.63
8840-DQLGN,2016-11-01,2018-10-01,Month-to-month,Yes,Bank transfer (automatic),100.5,2542.65
2039-JONDJ,2017-11-01,No,One year,No,Bank transfer (automatic),55.45,1497.15
7217-JYHOQ,2018-02-01,No,Month-to-month,Yes,Credit card (automatic),70.3,1720.94
6695-FRVEC,2014-07-01,2017-08-01,Two year,Yes,Bank transfer (automatic),60.4,2234.8
4547-LYTDD,2018-08-01,No,Month-to-month,No,Electronic check,72.65,1412.32
9894-QMIMJ,2018-03-01,No,One year,No,Bank transfer (automatic),55.8,1283.4
8069-YQQAJ,2018-12-01,No,Month-to-month,Yes,Mailed check,31.1,474.59
6770-XUAGN,2019-09-01,No,Month-to-month,Yes,Electronic check,21.0,105.0
4193-ORFCL,2019-10-01,No,Month-to-month,No,Mailed check,45.1,180.4
1636-NTNCO,2019-10-01,No,Month-to-month,Yes,Credit card (automatic),50.95,209.91
3466-WAESX,2018-10-01,No,Month-to-month,Yes,Electronic check,69.1,1127.71
9281-PKKZE,2016-04-01,No,Month-to-month,Yes,Electronic check,43.95,2041.92
3638-VBZTA,2014-06-01,No,Two year,Yes,Bank transfer (automatic),86.5,5882.0
7459-IMVYU,2016-12-01,No,Month-to-month,No,Electronic check,69.95,2897.33
7776-QWNFX,2017-06-01,No,Month-to-month,Yes,Bank transfer (automatic),50.4,1757.95
6689-TCZHQ,2019-07-01,No,Month-to-month,No,Electronic check,78.95,585.81
8563-OYMQY,2018-09-01,No,Month-to-month,Yes,Credit card (automatic),90.95,1546.15
0754-EEBDC,2019-10-01,No,Two year,No,Mailed check,19.9,86.76
5777-ZPQNC,2019-02-01,No,One year,No,Electronic check,20.15,258.73
1951-IEYXM,2014-02-01,No,Two year,Yes,Credit card (automatic),90.6,6718.9
3318-NMQXL,2019-11-01,No,Month-to-month,Yes,Electronic check,92.0,276.0
3143-ILDAL,2015-05-01,2018-09-01,Month-to-month,Yes,Electronic check,94.45,3929.12
1022-RKXDR,2016-09-01,No,One year,Yes,Mailed check,24.85,1090.17
2361-FJWNO,2016-10-01,No,One year,No,Credit card (automatic),36.0,1440.0
2272-UOINI,2019-07-01,No,Month-to-month,Yes,Electronic check,78.5,549.5
8232-UTFOZ,2014-05-01,2016-07-01,Two year,No,Credit card (automatic),19.95,518.7
3750-YHRYO,2019-07-01,No,One year,No,Mailed check,20.65,147.44
6637-KYRCV,2019-09-01,No,Month-to-month,Yes,Electronic check,30.5,152.5
5668-MEISB,2014-02-01,No,Two year,No,Credit card (automatic),106.1,7639.2
0129-QMPDR,2016-06-01,No,One year,Yes,Bank transfer (automatic),20.5,965.14
7188-CBBBA,2014-09-01,No,One year,Yes,Electronic check,95.5,6207.5
5356-CSVSQ,2019-11-01,No,Month-to-month,No,Electronic check,64.6,207.37
3221-CJMSG,2018-02-01,No,Month-to-month,Yes,Credit card (automatic),51.1,1263.19
4720-VSTSI,2016-02-01,2019-06-01,Month-to-month,Yes,Bank transfer (automatic),84.8,3392.0
3219-JQRSL,2014-02-01,No,Two year,No,Credit card (automatic),89.1,6415.2
2801-NISEI,2018-02-01,No,Month-to-month,No,Electronic check,54.95,1371.55
3946-MHCZW,2019-09-01,No,Month-to-month,No,Mailed check,50.9,257.05
4623-ZKHLY,2018-04-01,No,Month-to-month,Yes,Bank transfer (automatic),20.45,467.9
6732-VAILE,2014-04-01,2017-10-01,Two year,Yes,Credit card (automatic),85.95,3790.4
8201-AAXCB,2018-01-01,No,Month-to-month,No,Electronic check,60.35,1508.75
7696-CFTAT,2017-01-01,No,Two year,No,Bank transfer (automatic),19.8,732.6
1845-CSBRZ,2018-04-01,No,Month-to-month,No,Bank transfer (automatic),85.35,1934.03
2123-VSCOT,2015-03-01,No,Two year,Yes,Bank transfer (automatic),72.1,4679.29
6651-AZVTJ,2015-10-01,2019-05-01,Month-to-month,Yes,Electronic check,99.8,4291.4
4566-GOLUK,2016-02-01,2016-10-01,Month-to-month,Yes,Bank transfer (automatic),107.35,858.8
2484-DGXPZ,2017-06-01,No,Month-to-month,Yes,Mailed check,19.55,669.39
2018-QKYGT,2020-01-01,No,Month-to-month,Yes,Electronic check,81.05,81.05
2792-VPPET,2019-11-01,No,Month-to-month,Yes,Electronic check,20.5,61.5
7409-JURKQ,2015-09-01,No,One year,Yes,Bank transfer (automatic),111.8,6103.16
3247-MHJKM,2020-01-01,No,Month-to-month,No,Mailed check,20.2,20.81
1964-SVLEA,2018-06-01,No,One year,Yes,Mailed check,19.7,401.88
4587-NUKOX,2019-10-01,No,Month-to-month,Yes,Electronic check,79.1,341.71
7297-DVYGA,2015-11-01,No,One year,Yes,Bank transfer (automatic),19.85,1012.35
2239-CGBUZ,2015-11-01,No,One year,Yes,Bank transfer (automatic),60.5,3363.2
0854-UYHZD,2019-01-01,No,Two year,No,Mailed check,19.55,254.15
7243-LCGGZ,2020-01-01,No,Month-to-month,No,Mailed check,20.9,20.9
8267-KFGYD,2020-01-01,No,Month-to-month,Yes,Mailed check,21.05,21.05
4890-VMUAV,2014-11-01,2018-07-01,One year,No,Electronic check,71.5,3146.0
9261-WDCAF,2019-11-01,No,Month-to-month,No,Mailed check,54.65,163.95
3764-MNMOI,2016-04-01,No,Two year,No,Credit card (automatic),19.2,936.19
7442-YGZFK,2020-01-01,No,Month-to-month,Yes,Credit card (automatic),49.8,53.78
0420-BWTPW,2019-02-01,No,Month-to-month,No,Mailed check,25.5,306.0
8229-BUJHX,2014-03-01,No,Two year,No,Bank transfer (automatic),20.5,1455.5
7449-HVPIV,2015-07-01,No,Month-to-month,Yes,Credit card (automatic),90.4,4972.0
5504-WSIUR,2014-04-01,No,One year,Yes,Bank transfer (automatic),90.25,6570.2
8183-ONMXC,2019-10-01,No,Month-to-month,No,Electronic check,80.75,323.0
8466-PZBLH,2014-07-01,2019-01-01,Two year,No,Bank transfer (automatic),104.6,5874.34
9614-RMGHA,2014-07-01,2017-05-01,Month-to-month,Yes,Bank transfer (automatic),91.85,3403.96
8735-IJJEG,2018-12-01,No,Month-to-month,No,Credit card (automatic),50.2,702.8
0564-MUUQK,2018-06-01,No,Month-to-month,Yes,Bank transfer (automatic),95.5,2101.0
5054-IEXZT,2019-11-01,No,Month-to-month,Yes,Electronic check,75.35,226.05
5834-ASPWA,2019-11-01,No,Month-to-month,Yes,Electronic check,75.45,226.35
0701-RFGFI,2016-01-01,No,Month-to-month,Yes,Bank transfer (automatic),95.4,4674.6
